station code,station name,state name,district name,block name,basin name,LEAD mg L ,ALKALINITY PHENOLPHTHALEIN mg L ,TOTAL ALKALINITY,ARSENIC mg l ,COPPER,CADMIUM,CHROMIUM mg L ,NICKEL mg L ,IRON mg L ,BORON mg L ,BIOCHEMICAL OXYGEN DEMAND mg L ,CALCIUM mg L ,CHLORIDE,CARBONATE mg L ,CHEMICAL OXYGEN DEMAND,DISSOLVED OXYGEN mg L ,ALKALINITY TOTAL ,DISSOLVED OXYGEN SATURATION ,ELECTRICAL CINDUCTIVITY FIELD,ELECTRICAL CONDUCTIVITY miu S CM  at 25,FLUORIDE,FECAL COLIFORMS mpn 100ml ,CALCIUM HARDNESS mg L ,TOTAL HARDNESS mg L ,BICARBONATE mg L ,POTASSIUM mg L ,MAGNESIUM mg L ,SODIUM,PERCENT SODIUM,AMMONIA N mg L ,NITROGEN  TOTAL OXIDISED NO2 NO3 ,no3 n,o po4 p,PH,PHOSPHORUS TOTAL ,SODIUM ABSORPTION RATIO,SECCHI DEPTH,SILICATE sio2  mg L ,SULPHATE mg L ,TOTAL COLIFORNS MPN 100ml ,TOTAL DISSOLVED SOLIDS mg L ,TEMPERATURE,TURBIDITY NTU ,NITROGEN NITRITE
,,,,,,0.01,,,0.01,0.05,0.003,0.05,0.02,0.3,0.5,2,75,250,200,10,6.5,,80,500,500,1,0,120,120,0.05,1.3,0.1,20,,0.5,,45,,,0.1,,,,200,,,,1,
0010-LYDAGRA,SAHIJINA,Uttar Pradesh,HAMIRPUR,HAMIRPUR,Ganga Basin,0.15,0,38.33,3.08,3.65,0.08,0.82,2.47,0.15,0.14,5.2,29,11.7,0,4.1,7.8,7.8,98,NULL,116,0.25,NULL,72,92,46,2.3,4.9,7.8,15,0,0.52,0.48,0.05,6.8,NULL,0.4,72,NULL,12,NULL,NULL,27.5,NULL,0.04
0010-LYDAGRA,SAHIJINA,Uttar Pradesh,HAMIRPUR,HAMIRPUR,Ganga Basin,0.71,16,1877,2.72,0.19,0.02,0.87,2.1,0.08,0.26,7,29,24.9,19.2,8.3,6.5,6.5,77,NULL,488,0.49,NULL,72,173,186,2,24.3,64.2,44,0.04,0.15,0.04,0.01,8.4,NULL,2.1,72,NULL,36,NULL,317,24,NULL,0.11
0010-LYDAGRA,SAHIJINA,Uttar Pradesh,HAMIRPUR,HAMIRPUR,Ganga Basin,1.2,0,175,0.88,2.57,0.06,7.55,6.15,0.15,0.08,3.2,26,27,0,8.3,NULL,8,99,155,237,0.53,NULL,64,145,210,2.7,19.4,49.7,42,0.38,0,0,0.12,7.5,0.12,1.8,NULL,NULL,9,NULL,154,26.5,NULL,0
002-LYDAGRA,ETAWAH,Uttar Pradesh,ETAWAH,Etawah,Ganga Basin,0.52,0,172.5,6.29,13.09,0.25,1.08,7.55,0.23,0.3,51,66,231.8,0,56.2,NULL,3.11,86,NULL,1410,0.19,NULL,164,367,207,21.5,48.6,177.3,50,1.92,4.01,4.01,1.24,7.6,1.24,4,NULL,NULL,89.9,NULL,917,19.5,NULL,NULL
002-LYDAGRA,ETAWAH,Uttar Pradesh,ETAWAH,Etawah,Ganga Basin,1.37,26.25,238.33,6.46,4.08,0.19,1.65,7.27,0.06,0.04,31,61,257,31.5,39.5,NULL,3.5,92,NULL,1492,0.34,NULL,152,355,223,11.7,48.6,240.1,59,0.37,3.39,3.39,1.07,8.9,0.67,5.6,NULL,NULL,125.9,NULL,970,19,NULL,NULL
002-LYDAGRA,ETAWAH,Uttar Pradesh,ETAWAH,Etawah,Ganga Basin,1.77,0,252,0.75,7.02,0.28,1.45,7.9,NULL,0.21,27.6,56,180.2,0,51.8,NULL,3.5,42,NULL,1161,0.42,140000,140,274,307,15.4,32.1,132.3,50,8.85,9.35,8.31,NULL,7.7,1.08,3.5,NULL,5.5,84.3,280000,731,21,22,1.04
002-LYDAGRA,ETAWAH,Uttar Pradesh,ETAWAH,Etawah,Ganga Basin,0.49,0,64.17,1.09,1.9,0.07,19.11,3.19,0.11,0.22,45,46,103.7,0,35.1,NULL,2.1,52,NULL,714,0.65,NULL,116,189,77,10.9,17.5,73.6,44,1.54,0,0,0.21,7.1,0.15,2.3,NULL,NULL,74,NULL,464,27.5,NULL,NULL
002-LYDAGRA,ETAWAH,Uttar Pradesh,ETAWAH,Etawah,Ganga Basin,1.61,0,252,8.31,10.37,0.09,12.43,7.78,NULL,0.14,12,62,198.8,0,27.8,NULL,7.7,93,NULL,1308,0.38,35000,156,287,307,17.2,31.3,162.8,54,4.35,8.68,7.71,NULL,7.8,1.03,4.2,NULL,NULL,85.4,54000,824,22,26,0.97
002-LYDAGRA,ETAWAH,Uttar Pradesh,ETAWAH,Etawah,Ganga Basin,1,0,139,7.79,13.58,0.05,10.46,19.27,NULL,0.29,17.4,40,87,0,27.8,NULL,5.1,62,NULL,334,0.38,92000,100,165,170,14.9,15.6,70.6,46,2.11,1.81,0.98,NULL,7.8,0.39,2.4,NULL,NULL,60,160000,210,32,80,0.83
002-mgd2lkn,Kachhlabridge,Uttar Pradesh,BUDAUN,Budaun,Ganga Basin,2,0,88,2,2,2,2,2,NULL,NULL,5.48,28.8,9.94,0,15,5.1,NULL,49.4857,NULL,199,0.228,NULL,NULL,109.969,107.36,5.865,9.1125,7.13,11.7154,0.64584,7.4062,7.006,0.134342,8.1,NULL,0.296574,72,NULL,12.96,NULL,125,14,NULL,0.4002
003-mgd2lkn,Fatehgarh,Uttar Pradesh,FARRUKHABAD,Farrukhabad ,Ganga Basin,2,11.952,108,2,2,2,2,2,NULL,NULL,7.08,31.4,8.165,14.4,15,2.94,NULL,34.3057,NULL,240,0.323,NULL,NULL,127.606,102.48,6.256,11.7855,6.21,9.10429,0.71604,10.2776,9.8084,0.175678,8.32,NULL,0.239843,78.5,NULL,21.6,NULL,155,23.5,NULL,0.4692
003-MGD3VNS,Allahabad,Uttar Pradesh,PRAYGRAJ,PRAYGRAJ,Ganga Basin,2,0,160,1,NULL,1.5,2,6,0.22,0.052,3.28,41.84,66,0,16.2,7.38,NULL,82.8618,550,545,0.502,3700,NULL,172.933,195.2,10,16.4,28,24.7988,0.05,0.41,0.41,NULL,8.22,0.038,0.928995,104.6,7.98,37,6200,261,21.5,0.1,0
003-MGD3VNS,Allahabad,Uttar Pradesh,PRAYGRAJ,PRAYGRAJ,Ganga Basin,3,0,176,1,NULL,1.5,2,6,0.204,0.036,2.98,39.11,60,0,15.8,8.12,NULL,100.086,420,418,0.444,4000,NULL,179.942,214.72,10,19.72,31,26.0379,0.05,0.25,0.25,NULL,8,0.001,1.00863,97.775,8.52,42,7800,250,26,0.1,0
003-MGD3VNS,Allahabad,Uttar Pradesh,PRAYGRAJ,PRAYGRAJ,Ganga Basin,4,0,152,2,NULL,4,3,9,0.254,0.04,3.33,36.36,50,0,21.5,7.25,NULL,94.347,390,350,0.416,3800,NULL,164.108,185.44,8,17.57,33,29.292,0.05,0.238204,0.238204,0.010334,8.03,0.022,1.12425,90.9,9.1,42,7500,210,29.5,2.8,0
003-MGD3VNS,Allahabad,Uttar Pradesh,PRAYGRAJ,PRAYGRAJ,Ganga Basin,2.99,24.452,158.19,0.64,NULL,0.564,6.05,11.6,0.099,0.045,4.13,28.35,56.84,29.46,35.2,8.37,NULL,8.38,499,499,0.333,84000,432.5,173,133.09,7.11,21.95,49.93,0,0.05,1.24,1.24,NULL,8.36,0.046,0,NULL,3.88,24.8,110000,256,20,0,0
003-MGD3VNS,Allahabad,Uttar Pradesh,PRAYGRAJ,PRAYGRAJ,Ganga Basin,0.01,0,138.48,NULL,4.18,0.07,1.23,0.65,0.06,0.04,3.42,34.42,19.31,0,31.9,6.81,NULL,NULL,270,260,0.3,13000,86.05,103.02,138.48,4.62,4.12,13.56,NULL,0.09,0.54,0.5,NULL,7.85,0.02,NULL,NULL,4.12,24.9,20000,136,23,1,0.04
003-MGD3VNS,Allahabad,Uttar Pradesh,PRAYGRAJ,PRAYGRAJ,Ganga Basin,0.43,0,112.09,NULL,2.51,0.05,2.24,0.99,0.07,0.04,3.44,34.33,18.24,0,33.1,6.73,NULL,NULL,260,248,0.29,15000,85.82,98.25,112.09,2.24,3.02,11.94,NULL,0.07,1.22,1.2,NULL,7.9,0.03,NULL,NULL,7.51,24.6,22000,134,33,2.5,0.02
003-MGD3VNS,Allahabad,Uttar Pradesh,PRAYGRAJ,PRAYGRAJ,Ganga Basin,5.02,0,127.25,1.97,2.23,0,16.06,0.11,0.06,0.04,2.82,27.68,24.95,0,16.9,6.53,NULL,NULL,270,265,0.25,12000,69.2,112.61,127.25,4.65,10.55,12.91,NULL,0.07,1.5,1.39,NULL,7.64,0.02,NULL,NULL,7.16,27.6,21000,160,31.3,2.6,0.11
003-MGD3VNS,Allahabad,Uttar Pradesh,PRAYGRAJ,PRAYGRAJ,Ganga Basin,0.26,0,159.7,NULL,7.41,0.08,1.83,2.04,0.06,0.02,3.63,28.53,21.08,0,32.7,7.75,NULL,NULL,350,339,0.3,11000,71.32,127.66,159.7,6.95,9.74,21.83,NULL,0.05,1.3,1.3,NULL,7.71,0.03,NULL,NULL,6.18,29.9,15000,202,23,7.8,0
003-MGD3VNS,Allahabad,Uttar Pradesh,PRAYGRAJ,PRAYGRAJ,Ganga Basin,4,6.64,139.301,8,NULL,2,54,30,0.198,0.03,3.15,37.83,35,8,13.9,7.95,NULL,97.9909,320,316,0.46,2200,NULL,184.033,153.68,6,21.47,24,21.5156,0.05,0.462,0.462,NULL,8.59,0.048,0.772271,94.575,7.88,20,5400,202,26,0.1,0
003-MGD3VNS,Allahabad,Uttar Pradesh,PRAYGRAJ,PRAYGRAJ,Ganga Basin,2.4,0,160,2,NULL,2.4,46,7.2,0.22,0.045,2.9,38.95,68,0,16.4,6.5,NULL,84.5144,385,378,0.505,2500,NULL,164.458,195.2,10,16.1,30,27.0209,0.05,0.462,0.462,NULL,8.2,0.038,1.02075,97.375,7.8,35,5200,186,29,0.1,0
003-MGD3VNS,Allahabad,Uttar Pradesh,PRAYGRAJ,PRAYGRAJ,Ganga Basin,4.03,0,163.14,1.69,9.6,0.09,13.12,0.07,0.03,0.03,2.97,55.32,30.86,0,11,6.94,NULL,NULL,250,260,0.31,11000,138.3,180.58,163.14,4.32,10.05,18.18,NULL,0.03,2.19,2.08,NULL,7.95,0.03,NULL,NULL,5.12,31,15000,170,17.4,2.2,0.11
005-LYDAGRA,AURAIYA,Uttar Pradesh,AURAIYA,AURAIYA,Ganga Basin,0.12,0,54.17,NULL,3.33,0.1,2.96,2.83,0.07,0.11,1.15,34,27.3,0,18.6,7.2,5.1,87,NULL,312,0.46,NULL,84,120,65,4.7,8.7,22.8,28,0,1.02,1.02,0,6.8,NULL,0.9,84,NULL,26,NULL,203,25,NULL,NULL
005-LYDAGRA,AURAIYA,Uttar Pradesh,AURAIYA,AURAIYA,Ganga Basin,0.37,0,98,0.33,1.41,0.24,8.35,5.96,NULL,0.25,11.4,27,30.9,0,20.4,NULL,NULL,91,NULL,193,0.19,790,68,96,119,4.7,6.8,32.9,41,0.42,1.81,1.26,0.09,7.9,0.09,1.5,NULL,NULL,20.6,790,NULL,26,1340,NULL
005-LYDAGRA,AURAIYA,Uttar Pradesh,AURAIYA,AURAIYA,Ganga Basin,0.87,0,195,7.8,4.59,0,0.32,9.41,NULL,0.22,1.1,0.22,99.4,0,9.3,NULL,7.9,96,NULL,820,0.38,92000,114,210,238,13.3,23.1,114.8,53,0.14,4.89,4.48,0.2,7.7,0.2,3.5,NULL,NULL,75.4,160000,517,20,34,NULL
005-LYDAGRA,AURAIYA,Uttar Pradesh,AURAIYA,AURAIYA,Ganga Basin,0.66,16,178.67,4.77,2.79,0.13,2.16,3.28,0.1,0.26,2.15,35,74.9,19.2,22.9,8,4.71,93,NULL,675,0.3,NULL,88,210,176,3.5,29.2,72.7,43,0.14,1.3,1.3,0.18,8.6,NULL,2.2,88,NULL,55,NULL,439,23,NULL,NULL
005-LYDAGRA,AURAIYA,Uttar Pradesh,AURAIYA,AURAIYA,Ganga Basin,0.87,11.75,197.67,5.56,7.73,0.27,10.76,6.58,0.75,0.1,4.1,42,90.2,14.1,14.6,NULL,3.99,97,NULL,776,0.44,NULL,104,213,209,7.4,26.2,88.3,46,0.1,0.98,0.98,0.44,8.3,0.44,2.6,NULL,NULL,80,NULL,504,24,NULL,NULL
005-LYDAGRA,AURAIYA,Uttar Pradesh,AURAIYA,AURAIYA,Ganga Basin,3.3,8.5,219,1.22,14.52,0.04,2.52,3.27,NULL,0.17,6,46,124.6,10.2,17.8,NULL,6,73,NULL,922,0.4,14000,116,225,246,9.2,26.2,101.3,48,1.85,5.78,5.6,0.52,8.7,0.52,2.9,NULL,1.5,51.7,28000,581,20,21,NULL
005-mgd3vns,MIRZAPUR,Uttar Pradesh,MIRZAPUR,NAGAR  CITY ,Ganga Basin,8,9.96,160,2,NULL,3,6,10,0.18,0.015,3.32,39.43,54,12,14.2,7.46,NULL,96.9965,410,400,0.515,3100,NULL,169.742,170.8,9,17.08,30,26.5859,0.05,0.423,0.423,NULL,8.26,0.001,1.0048,98.575,7.98,32,5700,238,29,0.1,0
005-mgd3vns,MIRZAPUR,Uttar Pradesh,MIRZAPUR,NAGAR  CITY ,Ganga Basin,47,11.952,111.197,7,NULL,2,15,25,0.22,0.001,2.8,26.93,56,14.4,14.7,8.36,NULL,104.92,350,348,0.47,3100,NULL,151.492,106.38,8,20.2,30,28.8976,0.05,0.522,0.522,NULL,8.65,0.0098,1.06438,67.325,8.34,27,5500,194,27,0.1,0
005-mgd3vns,MIRZAPUR,Uttar Pradesh,MIRZAPUR,NAGAR  CITY ,Ganga Basin,7,19.92,164,2,NULL,3,8,9,0.13,0.001,2.74,37.35,50,24,12.8,7.5,NULL,94.1265,405,397,0.43,3100,NULL,163.708,151.28,10,16.88,30,27.1088,0.05,0.394,0.394,NULL,8.57,0.001,1.0232,93.375,7.97,30,5700,217,27,0.1,0
005-mgd3vns,MIRZAPUR,Uttar Pradesh,MIRZAPUR,NAGAR  CITY ,Ganga Basin,10,19.92,176,2.5,NULL,4,6,12,0.2,0.034,2.96,40.72,54,24,13.8,7.74,NULL,98.8885,402,398,0.468,3200,NULL,168.508,165.92,7,16.01,30,26.9974,0.05,0.29,0.29,NULL,8.5,0.001,1.00834,101.8,8.26,36,6400,236,28,0.1,0
005-mgd3vns,MIRZAPUR,Uttar Pradesh,MIRZAPUR,NAGAR  CITY ,Ganga Basin,9,0,160,2,NULL,3,7,14,0.248,0.04,3.34,37.51,55,0,23.6,7.06,NULL,90.2006,510,500,0.452,3400,NULL,169.4,195.2,10,18.15,34,28.9975,0.05,0.308264,0.308264,0,7.96,0.024,1.14008,93.775,8.2,36,6500,304,28,0.2,0
005-mgd3vns,MIRZAPUR,Uttar Pradesh,MIRZAPUR,NAGAR  CITY ,Ganga Basin,8,0,183.607,2,NULL,2.5,7.5,6,0.212,0.032,4.31,46.49,64,0,18.8,7.06,NULL,95.0202,570,569,0.4,3000,NULL,213.808,224,10,23.42,41,28.369,0.05,0.218,0.218,NULL,8.09,0.028,1.2238,116.225,8.8,42,6000,340,31,NULL,0
005-mgd3vns,MIRZAPUR,Uttar Pradesh,MIRZAPUR,NAGAR  CITY ,Ganga Basin,4.03,23.248,190.388,0.53,NULL,0.27,1.47,14.38,0.061,0.034,3.72,38.01,61.3,28.01,34.2,0,NULL,7.97,575,545,0.347,49000,500,200,175.32,6.38,16.65,54.45,0,0.09,1.821,1.69,NULL,8.43,0.041,0,NULL,NULL,29.3,94000,283,26.4,0,0.031
005-mgd3vns,MIRZAPUR,Uttar Pradesh,MIRZAPUR,NAGAR  CITY ,Ganga Basin,4.27,0,152.25,NULL,3.86,0.05,1.44,1.68,0.04,0.04,3.36,45.7,37.48,0,29.6,8.32,NULL,NULL,430,424,0.3,9100,114.25,143.42,152.25,2.4,7.08,35.54,NULL,0.08,0.93,0.9,NULL,8.13,0.04,NULL,NULL,6.03,33.3,13000,241,29.25,3.2,0.03
005-mgd3vns,MIRZAPUR,Uttar Pradesh,MIRZAPUR,NAGAR  CITY ,Ganga Basin,0.26,16.45,142.85,NULL,2.2,0.06,0.57,1.75,0.05,0.05,3.67,37.81,31.32,16.45,33.7,6.94,NULL,NULL,360,358,0.3,NULL,94.52,109.89,126.4,2.4,3.73,28.84,NULL,0.08,0.71,0.68,NULL,8.32,0.04,NULL,NULL,3.43,25.5,15000,197,31.5,1.5,0.03
005-mgd3vns,MIRZAPUR,Uttar Pradesh,MIRZAPUR,NAGAR  CITY ,Ganga Basin,0.41,0,163.17,NULL,2.16,0.05,1.27,0.04,0.05,0.04,3.52,34,29.81,0,33.9,6.75,NULL,NULL,360,349,0.29,NULL,85,113.88,163.17,2.26,7.02,25.34,NULL,0.07,0.94,0.9,NULL,8.08,0.03,NULL,NULL,5.56,24.5,17000,208,33,6.1,0.04
005-mgd3vns,MIRZAPUR,Uttar Pradesh,MIRZAPUR,NAGAR  CITY ,Ganga Basin,0.94,0,148.61,0.89,4.11,0.02,26.33,0.05,0.04,0.05,3.12,20.96,31.48,0,20.1,6.73,NULL,NULL,340,336,0.26,8200,52.4,118.86,148.61,4.29,16.15,22.47,NULL,0.07,2.04,2,NULL,8.04,0.04,NULL,NULL,5.64,29.5,14000,206,31.6,8.1,0.04
005-mgd3vns,MIRZAPUR,Uttar Pradesh,MIRZAPUR,NAGAR  CITY ,Ganga Basin,1.99,0,202.65,1.11,2.53,0.11,3.39,0.26,0.03,0.04,3.36,54.06,45,0,15.9,7.24,NULL,NULL,300,310,0.27,9200,135.15,241.56,202.65,4.03,25.56,35.32,NULL,0.06,1.25,1.2,NULL,8.01,0.04,NULL,NULL,5.58,26.7,14000,204,20.4,0.5,0.05
006-MGD1LKN,Paliakalan,Uttar Pradesh,KHERI,LAKHIMPUR,Ganga Basin,1,0,176,1,1,1,2,1,1,0.19,1.76,43,12.07,0,10,6.86,NULL,81.5671,NULL,340,0.342,NULL,NULL,202.169,214.72,5.083,22.7205,7.13,6.9605,0.33696,0.517172,0.434372,0.372024,8.2,NULL,0.218876,107.5,NULL,16.8,NULL,210,24.5,NULL,0.0828
006-MGD3VNS,VARANASI,Uttar Pradesh,VARANASI,VARANASI,Ganga Basin,64,19.92,156,10,NULL,5,5,20,0.038,0.03,2.58,51.14,52,24,13.9,8.82,NULL,108.812,370,378,0.588,3700,NULL,188.433,141.52,9,14.54,36,28.2415,0.05,0.357,0.357,NULL,8.57,0.001,1.14379,127.85,8.12,18,6000,238,26.5,0.1,0
006-MGD3VNS,VARANASI,Uttar Pradesh,VARANASI,VARANASI,Ganga Basin,5,0,220,2.5,NULL,3,6,8,0.054,0.032,4.12,62.52,88,0,19.8,7.25,NULL,91.0695,580,577,0.5,3800,NULL,266.092,268.4,15,26.35,55,29.6659,0,0.32,0.32,NULL,8,0.036,1.47124,156.3,9.1,40,8500,348,27.5,0.7,0
006-MGD3VNS,VARANASI,Uttar Pradesh,VARANASI,VARANASI,Ganga Basin,2,13.28,158.634,2,NULL,2.5,7,5,0.015,0.04,3.03,35.59,66,16,13.1,7.74,NULL,100.724,410,401,0.573,3400,NULL,147.517,161,10,14.05,38,34.1443,0.05,0.356,0.356,NULL,8.74,0.001,1.36509,88.975,8.18,28,5600,256,29.5,NULL,0
006-MGD3VNS,VARANASI,Uttar Pradesh,VARANASI,VARANASI,Ganga Basin,6,0,160,3,NULL,4,9,11,0.064,0.038,3.53,38.47,60,0,21.6,8.82,NULL,114.679,490,480,0.602,4800,NULL,173.425,195.2,11,18.54,38,30.7248,0,0.252216,0.252216,0,7.95,0.02,1.25933,96.175,9.2,40,9000,290,29,0.8,0
006-MGD3VNS,VARANASI,Uttar Pradesh,VARANASI,VARANASI,Ganga Basin,2.32,0,131.04,0.89,3.19,0.03,15.54,8.41,0.05,0.04,2.9,21.74,31.68,0,21.1,6.41,NULL,NULL,360,356,0.27,13000,54.35,105.57,131.04,4.48,12.45,24.65,NULL,0.07,1.22,1.21,NULL,8.27,0.06,NULL,NULL,6.98,35.7,21000,225,31,5.8,0.01
006-MGD3VNS,VARANASI,Uttar Pradesh,VARANASI,VARANASI,Ganga Basin,4,19.92,168,2.5,NULL,3,8,8,0.038,0.02,3.02,35.59,64,24,13.6,7.88,NULL,102.457,445,440,0.596,4900,NULL,157.308,156.16,10,16.4,38,32.8328,0,0.252216,0.252216,0,8.7,NULL,1.32219,88.975,8.4,36,9800,254,29,NULL,0
006-MGD3VNS,VARANASI,Uttar Pradesh,VARANASI,VARANASI,Ganga Basin,0.23,0,184.53,0.2,5.59,0.1,5.86,0.74,0.04,0.04,3.43,43.66,43.6,0,25.7,6.78,NULL,NULL,300,316,0.27,10000,109.15,141.05,184.53,4.44,7.76,34.16,NULL,0.05,1.32,1.29,NULL,7.99,0.04,NULL,NULL,6.24,24.6,14000,195,21,0.9,0.03
006-MGD3VNS,VARANASI,Uttar Pradesh,VARANASI,VARANASI,Ganga Basin,0.33,0,143.28,NULL,2.48,0.06,3.9,2.43,0.07,0.05,3.23,33.52,41.38,0,31.1,6.45,NULL,NULL,380,373,0.31,15000,83.8,114.69,143.28,2.61,7.5,29.69,NULL,0.08,0.72,0.71,NULL,7.96,0.05,NULL,NULL,6.98,32.8,24000,226,31,5.4,0.01
006-MGD3VNS,VARANASI,Uttar Pradesh,VARANASI,VARANASI,Ganga Basin,2,19.92,172,2.5,NULL,3,6,6,0.028,0.04,3.24,35.75,70,24,11.7,7.6,NULL,100.542,440,428,0.482,4000,NULL,158.083,161.04,10,16.49,44,36.0385,0.05,0.356,0.356,NULL,8.54,0.001,1.5272,89.375,8.16,30,7800,264,30,0.4,0
006-MGD3VNS,VARANASI,Uttar Pradesh,VARANASI,VARANASI,Ganga Basin,0.59,0,178.44,NULL,2.29,0.07,2.02,0.99,0.08,0.04,3.31,31.35,44.13,0,29.8,6.57,NULL,NULL,430,422,0.4,14000,78.37,132.92,178.44,3.29,13.25,39.48,NULL,0.08,0.39,0.39,NULL,8.05,0.05,NULL,NULL,5.69,35.2,21000,244,31,0.6,0
006-MGD3VNS,VARANASI,Uttar Pradesh,VARANASI,VARANASI,Ganga Basin,7,26.062,174.301,7.72,NULL,0.031,2.23,7.79,2.047,0.038,3.92,36.92,59.36,31.4,32.8,0,NULL,7.77,570,541,0.356,79000,512.333,204.933,148.8,6.8,20.44,54.76,0,0.14,1.606,1.53,NULL,8.72,0.071,0,NULL,5.41,25.9,120000,274,27,0,0.076
009-LYDAGRA,MOHANA,Uttar Pradesh,JALAUN,JALAUN,Ganga Basin,4.46,0,142.5,1.45,6.87,0.23,2.04,9.34,0.14,0.04,3.6,26,20.9,0,8.7,NULL,8,100,NULL,185,0.44,NULL,64,121,171,2.3,13.6,35.2,38,0,0,0,0.02,8.2,0.1,1.4,NULL,NULL,1,NULL,120,27,NULL,0
009-LYDAGRA,MOHANA,Uttar Pradesh,JALAUN,JALAUN,Ganga Basin,0.18,12.5,125.83,1.45,7.35,0.09,1.3,1.98,0.12,0.18,2.6,42,20.9,15,10.4,7.8,7.8,86,NULL,365,0.42,NULL,104,149,121,1.6,10.7,40,37,0,0.05,0.04,0.02,8.4,NULL,1.4,0,NULL,35,NULL,365,20,NULL,0.01
009-LYDAGRA,MOHANA,Uttar Pradesh,JALAUN,JALAUN,Ganga Basin,0.18,0,10,1.45,7.35,0.09,22,1.98,1.12,0.11,2.4,22,9.9,0,6.2,6.8,6.8,88,NULL,113,0.25,NULL,56,68,12,2.3,2.9,7.8,19,0.01,0.57,0.53,0,6.7,NULL,0.4,56,NULL,5,NULL,73,29,NULL,0.04
009-MGD3VNS,SULTANPUR,Uttar Pradesh,SULTANPUR,DUBEY PUR,Ganga Basin,3,0,164,3,NULL,2,6,7,0.286,0.032,3.14,49.69,40,0,22.4,6.86,NULL,78.4628,620,610,0.442,2300,NULL,205.558,200.08,11,19.52,27,21.1922,0.05,0.378324,0.378324,0,8.1,0.188,0.82166,124.225,9.6,32,4200,368,22,3.2,0
009-MGD3VNS,SULTANPUR,Uttar Pradesh,SULTANPUR,DUBEY PUR,Ganga Basin,0.26,0,402.52,0.63,2.29,0.1,8.46,7.25,0.05,0.08,3.28,79.27,64.91,0,19.6,6.13,NULL,NULL,530,536,0.23,13000,198.17,314.81,402.52,7.96,28.34,63.68,NULL,0.03,4.46,4.4,NULL,8.15,0.05,NULL,NULL,4.12,25.6,21000,330,20,0.7,0.06
009-MGD3VNS,SULTANPUR,Uttar Pradesh,SULTANPUR,DUBEY PUR,Ganga Basin,1.72,0,155.26,0.25,2.41,0.06,11.23,0.76,0.08,0.05,3.49,31.91,19.4,0,24.3,5.93,NULL,NULL,330,326,0.29,13000,79.77,123.33,155.26,5.21,10.74,18.72,NULL,0.08,3.09,3.04,NULL,8.06,0.05,NULL,NULL,5.51,14.8,20000,198,32.5,6.1,0.05
009-MGD3VNS,SULTANPUR,Uttar Pradesh,SULTANPUR,DUBEY PUR,Ganga Basin,2,19.92,159.197,2,NULL,3,2,6,0.224,0.02,2.7,44.56,30,24,14.1,6.8,NULL,85.3414,340,332,0.277,1700,NULL,195.983,145.42,9,20.3,20,17.4187,0.05,0.635,0.635,NULL,8.62,0.172,0.623448,111.4,8.22,24,3200,234,27,NULL,0
009-MGD3VNS,SULTANPUR,Uttar Pradesh,SULTANPUR,DUBEY PUR,Ganga Basin,2,6.64,137.333,2,NULL,2.5,5,5,0.236,0.0264,2.88,46.49,24,8,13.8,7.78,NULL,101.157,350,344,0.358,2400,NULL,178.058,151.28,8,14.84,20,18.8472,0.05,0.334,0.334,NULL,8.5,0.001,0.653781,116.225,8.72,22,3800,212,29,NULL,0
009-MGD3VNS,SULTANPUR,Uttar Pradesh,SULTANPUR,DUBEY PUR,Ganga Basin,2.5,0,228,1.5,NULL,2.5,4.5,6,0.226,0.036,4.51,56.11,44,0,20.1,4.9,NULL,62.6038,660,650,0.46,2600,NULL,241.942,278.16,11,24.4,32,21.4761,0,0.346,0.346,NULL,7.91,0.186,0.897734,140.275,8,32,5000,390,28,NULL,0
009-MGD3VNS,SULTANPUR,Uttar Pradesh,SULTANPUR,DUBEY PUR,Ganga Basin,4.2,16.036,179.93,7.33,NULL,0.304,3.23,8.35,0.042,0.042,4.32,37.69,20.18,19.32,32.8,0,NULL,6.54,405,373,0.237,40000,496.667,198.667,180.23,4.28,16.65,22.25,0,0.05,1.36,1.279,NULL,8.78,0.128,0,NULL,2.99,23.9,84000,189,28,0,0.081
009-MGD3VNS,SULTANPUR,Uttar Pradesh,SULTANPUR,DUBEY PUR,Ganga Basin,0.31,20.01,244.65,NULL,2.58,0.1,1.38,0.04,0.09,0.05,4.26,39.94,52.16,20.01,40.1,6.3,NULL,NULL,510,503,0.33,13000,99.85,320,224.64,4.01,53.5,34.25,NULL,0.09,2.35,2.31,0.05,8.63,0.05,NULL,NULL,7.06,32.2,25000,299,32.5,4.3,0.04
009-MGD3VNS,SULTANPUR,Uttar Pradesh,SULTANPUR,DUBEY PUR,Ganga Basin,3,19.92,144,9,NULL,6,67,20,0.232,0.001,2.88,63,28,24,10.12,7.78,NULL,97.727,396,389,0.295,1800,NULL,208.333,126.88,8,12.2,20,16.6578,0.05,0.712,0.712,NULL,8.75,0.196,0.604079,157.5,8.1,20,3200,198,27.5,0.1,0
009-MGD3VNS,SULTANPUR,Uttar Pradesh,SULTANPUR,DUBEY PUR,Ganga Basin,2,19.92,159.197,2,NULL,3,3,5,0.226,0.226,3.12,43.6,32,24,14.6,6.88,NULL,83.2627,375,368,0.304,1600,NULL,178.125,145.42,9,16.59,25,22.3815,0.05,0.466,0.466,NULL,8.35,0.1812,0.817252,109,8.24,22,3200,234,25,NULL,0
